"datetime","tempmax","tempmin","humidity","precip","windspeed","AcresBurned","Cause","Fatalities","StructureDam","fire","StructureDest.","StructureDam.","FirePersonnelDeath","CivilDeath"
"2020-08-26",31.9,16.8,55,0,17.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-08-27",33.3,13.4,57.1,0,15.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-08-28",33.6,15.6,56,0,15.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-08-29",32.4,15.8,54.6,0,17.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-08-30",33.7,14.3,56.2,0,16.2,400,"ARSON",0,0,"Yes",NA,NA,NA,NA
"2020-08-31",34.5,14.6,53.4,0,15.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-01",31.1,15.1,60.6,0,22.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-02",29.2,15.1,64.7,0,16.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-03",32.4,14.4,62.4,0,17,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-04",34.3,14.4,54.3,0,9.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-05",37.8,16.3,45.9,0,9.9,22744,"PYROTECHNICS",1,16,"Yes",NA,NA,NA,NA
"2020-09-06",42.5,22.4,44.6,0,14.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-07",40.1,21.8,45.8,0,8.9,1100,"STRUCTURE",0,57,"Yes",NA,NA,NA,NA
"2020-09-08",33.7,23,27.2,0,38.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-09",26.8,17.9,39.4,0,14.3,1311,"ARSON",0,16,"Yes",NA,NA,NA,NA
"2020-09-10",27.2,14.3,64,0,11.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-11",29.3,13.2,62.5,0,11.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-12",32,13.3,58.7,0,7.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-13",31.1,15,60.2,0,14.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-14",30.7,13.8,60.1,0,14.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-15",31.7,14,57.8,0,12,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-16",32.2,15.4,60.6,0,13.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-17",31.8,16.4,66.3,0,22.3,6254,"VEHICLE",0,0,"Yes",NA,NA,NA,NA
"2020-09-18",28,16.3,65.3,0,18.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-19",30.5,14.1,64,0,16.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-20",31.6,13.3,54.7,0,9.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-21",32.3,14.3,51.3,0,15.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-22",31.7,16.6,53,0,17.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-23",31.8,13.9,51.1,0,20.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-24",31.7,15.7,61.1,0,21.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-25",29.9,14.2,55.2,0,14.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-26",31.7,14.3,52,0,22.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-27",35.6,20.6,32.9,0,27.7,67484,"UNDETERMINED",0,1810,"Yes",NA,NA,NA,NA
"2020-09-27",35.6,20.6,32.9,0,27.7,56338,"ELECTRICAL POWER",4,231,"Yes",NA,NA,NA,NA
"2020-09-28",37.6,19.7,27,0,19.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-09-29",34.8,15.9,45.6,0,7.9,454,"ARSON",0,0,"Yes",NA,NA,NA,NA
"2020-09-30",38.2,15.2,47,0,18.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-01",34.8,15.5,47.7,0,7.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-02",33.7,16.2,52.3,0,11.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-03",33.8,14.9,57.2,0,8.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-04",33.3,13.7,49.3,0,7.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-05",35,11.9,47.9,0,11.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-06",33.4,12.3,47.2,0,9.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-07",29.5,13.3,55.5,0,13.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-08",23.3,13.7,68.9,0,18,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-09",23.4,12.2,70.6,0,12.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-10",26.1,14.3,73.6,0,22.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-11",28.3,12.7,55.6,0,27.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-12",31.1,10.5,47.9,0,14.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-13",32.8,11.2,49.8,0,11.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-14",34.3,16.5,38.1,0,33.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-15",33.9,16.5,25.7,0,24.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-16",34.9,13.4,35.9,0,16.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-17",33.3,11.7,43.5,0,9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-18",33.2,12.7,42.8,0,10.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-19",31.7,12.1,52.4,0,13.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-20",31.2,11.5,52.5,0,10.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-21",31.1,11.6,50.2,0,10.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-22",26.6,13.5,32.4,0,29.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-23",26.1,9.3,35.6,0,16.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-24",21.9,10.2,68.8,0,18,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-25",21.1,10.4,54,0,38.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-26",23.3,9.3,14,0,34.5,12466,"UNDER INVESTIGATION",0,16,"Yes",NA,NA,NA,NA
"2020-10-26",23.3,9.3,14,0,34.5,13694,"UNDETERMINED",0,13,"Yes",NA,NA,NA,NA
"2020-10-27",23.5,7.6,32.8,0,17.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-28",24.3,4.9,48.2,0,7.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-29",25,5.9,54.7,0,5.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-30",26.1,5.7,54.5,0,10.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-10-31",26.7,6.1,54.7,0,10.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-01",26.7,6.7,54.8,0,9.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-02",28.3,6.9,56.4,0,7.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-03",25.5,7.7,53.3,0,11,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-04",26.2,6.6,59.4,0,10.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-05",26.7,8,54.9,0,11.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-06",18.6,8.6,53.2,0,22,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-07",16.1,8.3,62.4,0,15.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-08",15,6.1,46.3,0,27.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-09",14.1,1.5,46.2,0,15.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-10",16.6,-0.1,51.6,0,8.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-11",14.8,4.3,57.9,0,12.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-12",17.1,-0.2,64.7,0,10.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-13",14.7,8.6,70.2,1.131,18.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-14",16.1,6.3,82.4,0,15.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-15",20.9,3.8,70.1,0,9.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-16",19.9,5.3,67.8,0,8.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-17",17.8,7.7,79.6,6.834,21.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-18",17.8,10,83.9,5.684,22,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-19",17.1,5.8,78,0,21.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-20",17.8,3.4,62.9,0,14.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-21",16.7,1.3,69.3,0,10.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-22",16.6,1,70.7,0,7.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-23",18.3,3.3,71.3,0,14.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-24",17.2,2.8,65.3,0,10.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-25",16.7,5.4,64.4,0,22.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-26",17.7,7.1,40.7,0,38,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-27",15.7,0.3,58,0,10.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-28",17.1,0.7,63,0,14.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-29",17.1,0.1,66.8,0,7.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-11-30",17.8,0.7,67.7,0,9.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-01",17.1,1.4,65.7,0,9.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-02",18.3,1.3,67.9,0,5.7,6686,"STRUCTURE",0,52,"Yes",NA,NA,NA,NA
"2020-12-03",18.3,2.8,64,0,9.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-04",18.8,2.9,62.9,0,6.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-05",17.6,2.7,63.2,0,20,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-06",17.3,4.3,62.8,0,16.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-07",22.8,10.6,36.9,0,28.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-08",18.3,1.7,57.4,0,12.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-09",18.2,2.9,60.9,0,19.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-10",18.9,1.8,56.7,0,12.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-11",12.7,2.1,75.4,4.978,14.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-12",12.3,6.4,87.9,1.079,19.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-13",11.7,6.4,90,17.116,26.5,1954,"CAMPFIRE",0,0,"Yes",NA,NA,NA,NA
"2020-12-14",13.5,3.5,84.4,0,19.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-15",12.8,2.1,81.2,0,10.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-16",12.1,2.9,83.4,0,13.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-17",14.2,7.7,81.6,7.522,21.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-18",13.8,3.4,68.9,0,14.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-19",13.6,0.7,82.6,0,13.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-20",12.7,0.6,87.7,0,5.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-21",8.8,2.1,93.2,0,11.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-22",15,4,70.9,0,23.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-23",10.3,0.4,79.7,0,15.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-24",11.6,2.7,85.5,0,8.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-25",13,4.9,74.8,2.313,18.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-26",15,6,78.1,0.049,17.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-27",13.6,4.3,78,0,12.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-28",12.7,4.6,81.5,1.581,10.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-29",15.2,2.2,63.9,0,15.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-30",13.4,1.6,76.3,1.056,18,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2020-12-31",15.5,6.6,72.6,0,31.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-01",9.9,5.7,82.3,0,19.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-02",9.1,5,84.6,4.828,21.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-03",10.1,7.1,93,13.628,37.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-04",11.7,8.4,97.5,15.984,37.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-05",8.8,2.2,75.7,0,18,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-06",8.1,-1.2,76.5,0.083,18.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-07",14.3,4.2,96.4,27.932,31,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-08",17,13.9,94.5,50.093,30.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-09",13.9,10.5,89.6,4.735,23.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-10",12.2,11.1,98.2,48.384,38.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-11",12.4,7.2,86.5,4.019,23.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-12",9.2,4.7,94.9,5.198,14.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-13",13.4,2.7,82.5,0,16.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-14",7.6,2.7,97.5,0,10.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-15",9.1,2.9,92.7,0,10.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-16",10,3.3,88.6,0,10.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-17",6.8,0.7,98.2,0,14.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-18",9.3,5.6,95.8,20.845,46.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-19",13,7.9,88.9,6.888,20.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-20",11.3,8.3,87.6,17.06,37,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-21",11.7,7.3,87.1,4.9,26.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-22",13.1,6.8,89.1,14.591,46.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-23",11.1,5.7,87.3,1.121,15.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-24",11.7,2.6,85.6,0,18.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-25",11.6,0.9,87.9,0,8.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-26",12.8,4.3,83.3,0,21.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-27",14,2.1,75,0,10.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-28",14.2,1.2,82.6,0,11.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-29",14.8,0.7,85.7,0,7.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-30",15.6,1,87.6,0,7.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-01-31",14,1.4,89,0,9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-01",12.5,5,93,0,11.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-02",16.7,8.1,81.9,5.347,27.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-03",15.6,12.2,91.7,25.442,34.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-04",16,10.7,90,0.3,19.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-05",15.7,8.4,91.2,7.404,31.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-06",13.8,11.7,97.9,24.427,28.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-07",17.2,11.7,94.8,19.797,39.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-08",17.2,13.8,98.9,9.19,19.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-09",16.1,13.3,98.5,25.88,23.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-10",16.7,10.7,87.1,1.111,14.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-11",16.6,8.3,73.7,0,28.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-12",17.2,5.2,68.2,0,23,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-13",15.5,5.5,85.7,0,10.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-14",19.1,5,84.2,0,10.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-15",16.9,7.7,88.6,0,12.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-16",17.3,10.6,78.2,2.999,26.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-17",14.9,11.1,86.2,18.702,44.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-18",14.9,8.9,87.7,6.317,22.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-19",12.3,8.3,85.4,5.396,26.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-20",13.8,11.1,96.7,41.254,34.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-21",14.8,10,84.9,1.934,20.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-22",13.2,3.5,77.4,0,26,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-23",11.1,0.6,73.5,0,16.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-24",11.1,0.6,74.5,0,13,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-25",12.1,4.2,76.1,0,15.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-26",13.9,0.7,74.9,0,25.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-27",13.1,3.1,71.9,0,19.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-02-28",14.3,1.1,70.4,0,15.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-01",17.1,1.3,72.2,0,11.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-02",18.3,2.6,71,0,9.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-03",17.8,3.8,75.8,0,10.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-04",16,8.6,79.6,2.517,27.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-05",10,5.7,76.1,1.987,33.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-06",11.7,5.6,80.6,0.774,22,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-07",14.2,2.5,81.8,0,11.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-08",19.3,4.1,78.8,0,14.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-09",22,5.5,79.8,0,8.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-10",21.7,10.8,83.8,0,13.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-11",23.5,7.4,80.7,0,9.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-12",24.3,9.9,68.8,0,16,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-13",24.2,7.1,71,0,12.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-14",25.9,9.1,75,0,9.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-15",20.4,12.9,76.6,0,20.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-16",22.1,10.7,79.2,0,11.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-17",23.9,7.2,72.1,0,9.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-18",19.7,11.6,66.5,0,16.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-19",21.5,12,77.8,0,10.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-20",18.4,11.7,79.8,6.098,18.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-21",18.6,11.9,83.3,24.541,28.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-22",15.8,8.7,84,15.81,20.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-23",16.7,4.5,82.7,0,16.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-24",12.8,10.7,86.9,6.109,22,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-25",17.3,10.1,81.6,0,15.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-26",16.7,8.9,81.8,0.95,18.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-27",18.3,7.3,75.4,0,21.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-28",22.1,10.4,54.8,0,38.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-29",24.3,8.5,66.3,0,15,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-30",18.9,12.9,52.9,0,35.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-03-31",22.1,9.9,40,0,46.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-01",24.2,8.2,53.6,0,19.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-02",26.2,9.6,61.2,0,24.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-03",23.3,10.6,42.9,0,31.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-04",23,11.1,62.4,0,12.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-05",23,11.3,49.2,0,14.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-06",15.9,11.6,65.8,18.73,28.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-07",16,10.2,90,18.245,27.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-08",13.9,6.6,83.7,11.926,18.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-09",16.1,3.2,75.9,0,14.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-10",19.3,5.3,71.4,0,10.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-11",19.3,11.7,77.5,0,26.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-12",18.7,10.2,81.6,1.223,28.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-13",16.1,8.5,79.7,7.3,36.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-14",17.7,4.4,65,0.243,25.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-15",20,5.5,63.8,0,11.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-16",14.4,8.4,89.6,7.688,20.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-17",16.7,12.2,94.8,3.693,10.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-18",20.5,12.2,81.1,1.094,16,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-19",19.9,8.3,75.7,0.547,20.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-20",21,10.3,67.8,2.192,22.6,4532,"EQUIPMENT USE",0,0,"Yes",0,0,0,0
"2017-04-21",25.3,9.9,58.9,0,17.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-22",20.8,10.2,65.9,0,16.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-23",21.3,9.3,72.7,0,19.7,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-24",18.3,11.7,76.8,0,25.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-25",21.1,9.9,73.5,0,18.5,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-26",19.8,13.4,84.9,0,25.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-27",23.8,10.9,68.8,0,22.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-28",22.8,11.7,40.4,0,41.6,750,"UNDETERMINED",0,0,"Yes",0,0,0,0
"2017-04-29",27,10,41.6,0,24.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-04-30",28.2,9.6,55.7,0,12.9,1350,"VEHICLE",0,0,"Yes",0,0,0,0
"2017-05-01",31.5,14.6,47,0,31.1,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-02",32.7,18.9,43,0,30,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-03",33.7,17.9,50.8,0,14,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-04",30.7,16.4,62.9,0,22.6,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-05",25.8,11.8,71.9,0,26.9,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-06",20.4,9.3,64.6,0,17,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-07",22.9,13.9,49.4,0,24.3,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-08",30,11.6,55.3,0,14.8,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-09",30.7,11.7,57.1,0,16,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-10",21,11.4,69.7,0,29.2,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-11",21.9,10.6,71.3,0,24.4,NA,NA,NA,NA,"No",NA,NA,NA,NA
"2017-05-12",21.9,8.7,53.1,0,19.9,1733,"UNDETERMINED",0,0,"Yes",0,0,0,0
